spec,outcome,variable,mean_abs_shap,mean_abs_shap_sd,mean_shap,median_shap,mean_abs_shap_ci,median_ale_delta,direction_flag,mean_abs_shap_share
main68,substitution_within_exposed,barro_lee_years_schooling_15_64,0.001303242872733317,0.00012402556490712403,-4.805873769419983e-06,0.0004695504985810238,0.00024309010721796308,0.004523397782100923,positive,0.07274090799541144
main68,substitution_within_exposed,goods_trade_openness,0.0006134896790269952,5.6847942812732466e-05,3.755927761623752e-05,-5.781487053968647e-05,0.00011142196791295564,-0.0028218280694754586,negative,0.03424211805175085
main68,substitution_within_exposed,gross_fixed_capital_formation_pct_gdp,0.0011219954137772167,0.0001051297051102828,3.1359874473993844e-05,0.00041601223866442264,0.0002060542220161543,0.004481211638417867,positive,0.06262452446309523
main68,substitution_within_exposed,internet_users_pct,0.0026740978866013503,3.83070381582695e-05,-0.00016980826652601173,0.0006061034395952839,7.508179479020821e-05,-0.002099269941415585,negative,0.14925560876617733
main68,substitution_within_exposed,log_gdp_per_capita,0.002752228159302562,0.00019541134609061522,0.0003098660876798441,0.0010702673585362775,0.0003830062383376058,-0.007890080622268246,negative,0.15361647434014022
main68,substitution_within_exposed,pwt_human_capital_index,0.002228071642747933,0.00014997821439657096,-0.00014735650387921701,0.0008579640701935106,0.00029395730021727906,-0.004905949225548557,negative,0.1243605146540306
main68,substitution_within_exposed,pwt_log_real_capital_stock_per_worker,0.002257578121523612,9.514027555721404e-05,3.134874565340113e-05,-0.0006666038320578297,0.0001864749400921395,-0.005827919128263433,negative,0.12600742798292433
main68,substitution_within_exposed,wgi_government_effectiveness_score,0.0023161230443719395,0.00016945842475206944,-0.00014134527735185136,0.000692345414616,0.0003321385125140561,0.00013150104003605825,positive,0.12927513113757652
main68,substitution_within_exposed,wgi_regulatory_quality_score,0.0026494036566576356,0.00013277058375282791,0.00022219268087867423,-0.0010174150427236569,0.0002602303441555427,-0.015333151638514477,negative,0.14787729260889354
main68,both_within_exposed,barro_lee_years_schooling_15_64,0.0011280006330824529,6.813055174859737e-05,-0.00017130024486582422,-0.0007233059137045549,0.00013353588142725085,-0.002134690956290799,negative,0.07581376517024799
main68,both_within_exposed,goods_trade_openness,0.00039514096671324823,3.0022995699296737e-05,-3.67449271189453e-05,-9.045113417617322e-05,5.8845071570621605e-05,0.001384503441360098,positive,0.026557719544607044
main68,both_within_exposed,gross_fixed_capital_formation_pct_gdp,0.00028033465305478297,3.607560506211653e-05,4.463298550597631e-06,1.1085805892862022e-05,7.070818592174839e-05,-0.0009210715244586155,negative,0.018841501442867295
main68,both_within_exposed,internet_users_pct,0.0011888587529648082,0.00011383623416969625,3.137306071594768e-05,-0.00026745497445362736,0.00022311901897260463,-0.00016554426589915502,negative,0.07990408486878882
main68,both_within_exposed,log_gdp_per_capita,0.00357417005774525,0.00013146679640870646,0.00010611634828221021,-0.0021465640675865085,0.0002576749209610646,-0.0018934262050701958,negative,0.24022263949972716
