month,iwa_cleaned,share_of_messages
2025-03-01,4.A.4.a.1.I02,0.01591
2025-03-01,4.A.4.a.1.I03,0.01912
2025-03-01,4.A.4.a.1.I04,0.01095
2025-03-01,4.A.4.a.1.I05,0.00352
2025-03-01,4.A.4.a.2.I01,0.00023
2025-03-01,4.A.4.a.2.I02,0.00139
2025-03-01,4.A.4.a.2.I03,0.01362
2025-03-01,4.A.4.a.2.I04,0.00247
2025-03-01,4.A.4.a.2.I06,0.00169
2025-03-01,4.A.4.a.2.I08,0.00092
2025-03-01,4.A.4.a.2.I09,0.00322
2025-03-01,4.A.4.a.2.I11,0.00595
2025-03-01,4.A.4.a.2.I12,0.00104
2025-03-01,4.A.4.a.2.I13,0.00086
2025-03-01,4.A.4.a.3.I02,0.00612
2025-03-01,4.A.4.a.3.I03,0.00745
2025-03-01,4.A.4.a.4.I01,0.00420
2025-03-01,4.A.4.a.5.I01,0.00189
2025-03-01,4.A.4.a.5.I03,0.00099
2025-03-01,4.A.4.a.5.I04,0.00000
2025-03-01,4.A.4.a.5.I08,0.00208
2025-03-01,4.A.4.a.5.I10,0.00022
2025-03-01,4.A.4.a.6.I01,0.00022
2025-03-01,4.A.4.a.6.I02,0.00270
2025-03-01,4.A.4.a.6.I03,0.00411
2025-03-01,4.A.4.a.7.I01,0.00008
2025-03-01,4.A.4.a.7.I02,0.00169
2025-03-01,4.A.4.a.7.I03,0.00071
2025-03-01,4.A.4.a.8.I01,0.00004
2025-03-01,4.A.4.a.8.I02,0.00000
2025-03-01,4.A.4.a.8.I03,0.00046
2025-03-01,4.A.4.b.3.I01,0.00113
2025-03-01,4.A.4.b.3.I02,0.00571
2025-03-01,4.A.4.b.3.I04,0.00039
2025-03-01,4.A.4.b.3.I05,0.00069
2025-03-01,4.A.4.b.5.I01,0.00168
2025-03-01,4.A.4.b.5.I02,0.00159
2025-03-01,4.A.4.b.6.I01,0.00269
2025-03-01,4.A.4.b.6.I02,0.00517
2025-03-01,4.A.4.b.6.I04,0.00671
2025-03-01,4.A.4.b.6.I05,0.00897
2025-03-01,4.A.4.b.6.I06,0.00259
2025-03-01,4.A.4.b.6.I07,0.01388
2025-03-01,4.A.4.b.6.I08,0.00239
2025-03-01,4.A.4.b.6.I10,0.00170
2025-03-01,4.A.4.b.6.I11,0.00342
2025-03-01,4.A.4.c.1.I01,0.00827
2025-03-01,4.A.4.c.1.I03,0.00021
2025-03-01,4.A.4.c.1.I04,0.00076
2025-03-01,4.A.4.c.2.I01,0.00315
2025-03-01,4.A.4.c.3.I05,0.00082
2025-03-01,Other IWA,0.01419
2025-04-01,4.A.1.a.1.I01,0.00409
2025-04-01,4.A.1.a.1.I02,0.00291
2025-04-01,4.A.1.a.1.I03,0.00053
2025-04-01,4.A.1.a.1.I04,0.03978
2025-04-01,4.A.1.a.1.I05,0.00104
2025-04-01,4.A.1.a.1.I06,0.00042
2025-04-01,4.A.1.a.1.I07,0.01271
2025-04-01,4.A.1.a.1.I08,0.00040
2025-04-01,4.A.1.a.1.I09,0.00557
2025-04-01,4.A.1.a.1.I11,0.00077
2025-04-01,4.A.1.a.1.I12,0.00069
2025-04-01,4.A.1.a.1.I13,0.00000
2025-04-01,4.A.1.a.1.I14,0.00102
2025-04-01,4.A.1.a.1.I15,0.00167
2025-04-01,4.A.1.a.1.I16,0.00178
2025-04-01,4.A.1.a.1.I17,0.00236
2025-04-01,4.A.1.a.1.I18,0.01106
2025-04-01,4.A.1.a.1.I19,0.00582
2025-04-01,4.A.1.a.1.I20,0.00322
2025-04-01,4.A.1.a.1.I21,0.00032
2025-04-01,4.A.1.a.1.I23,0.00074
2025-04-01,4.A.1.a.2.I08,0.00026
2025-04-01,4.A.1.a.2.I10,0.00103
2025-04-01,4.A.1.b.1.I02,0.00130
2025-04-01,4.A.1.b.2.I09,0.00036
2025-04-01,4.A.1.b.3.I01,0.00124
2025-04-01,4.A.1.b.3.I02,0.00132
2025-04-01,4.A.1.b.3.I03,0.01491
2025-04-01,4.A.2.a.1.I01,0.00054
2025-04-01,4.A.2.a.1.I02,0.00394
2025-04-01,4.A.2.a.1.I03,0.00196
2025-04-01,4.A.2.a.1.I04,0.00186
2025-04-01,4.A.2.a.1.I06,0.00284
2025-04-01,4.A.2.a.1.I07,0.00692
2025-04-01,4.A.2.a.1.I08,0.00300
2025-04-01,4.A.2.a.1.I09,0.00000
2025-04-01,4.A.2.a.1.I10,0.00126
2025-04-01,4.A.2.a.2.I01,0.00172
2025-04-01,4.A.2.a.2.I03,0.00217
2025-04-01,4.A.2.a.2.I05,0.00060
2025-04-01,4.A.2.a.3.I01,0.00268
2025-04-01,4.A.2.a.4.I01,0.00033
2025-04-01,4.A.2.a.4.I02,0.00673
2025-04-01,4.A.2.a.4.I03,0.00032
2025-04-01,4.A.2.a.4.I04,0.01320
2025-04-01,4.A.2.a.4.I05,0.00041
2025-04-01,4.A.2.a.4.I06,0.00150
2025-04-01,4.A.2.a.4.I07,0.00161
2025-04-01,4.A.2.a.4.I08,0.00481
2025-04-01,4.A.2.a.4.I09,0.00069
2025-04-01,4.A.2.a.4.I10,0.00074
2025-04-01,4.A.2.a.4.I11,0.00622
2025-04-01,4.A.2.a.4.I12,0.00133
2025-04-01,4.A.2.b.1.I01,0.00310
2025-04-01,4.A.2.b.1.I02,0.00245
2025-04-01,4.A.2.b.1.I06,0.00102
2025-04-01,4.A.2.b.1.I07,0.13945
2025-04-01,4.A.2.b.1.I08,0.00023
2025-04-01,4.A.2.b.1.I10,0.00107
2025-04-01,4.A.2.b.1.I11,0.00136
2025-04-01,4.A.2.b.2.I01,0.00228
2025-04-01,4.A.2.b.2.I02,0.00537
2025-04-01,4.A.2.b.2.I03,0.00664
2025-04-01,4.A.2.b.2.I04,0.00085
2025-04-01,4.A.2.b.2.I06,0.00145
2025-04-01,4.A.2.b.2.I07,0.00126
2025-04-01,4.A.2.b.2.I09,0.00218
2025-04-01,4.A.2.b.2.I11,0.00070
2025-04-01,4.A.2.b.2.I12,0.04088
2025-04-01,4.A.2.b.2.I15,0.00734
2025-04-01,4.A.2.b.2.I18,0.03237
2025-04-01,4.A.2.b.2.I19,0.00025
2025-04-01,4.A.2.b.2.I21,0.00411
2025-04-01,4.A.2.b.2.I22,0.00779
2025-04-01,4.A.2.b.2.I23,0.00513
2025-04-01,4.A.2.b.2.I25,0.00312
2025-04-01,4.A.2.b.2.I26,0.00000
2025-04-01,4.A.2.b.2.I27,0.00136
2025-04-01,4.A.2.b.3.I01,0.00690
2025-04-01,4.A.2.b.4.I01,0.00221
2025-04-01,4.A.2.b.4.I03,0.00128
2025-04-01,4.A.2.b.5.I01,0.00066
2025-04-01,4.A.2.b.5.I02,0.00253
2025-04-01,4.A.2.b.5.I03,0.00167
2025-04-01,4.A.2.b.6.I01,0.00141
2025-04-01,4.A.2.b.6.I02,0.00548
2025-04-01,4.A.3.a.1.I01,0.00032
2025-04-01,4.A.3.a.1.I03,0.00020
2025-04-01,4.A.3.a.1.I08,0.00002
2025-04-01,4.A.3.a.1.I16,0.00004
2025-04-01,4.A.3.a.2.I03,0.00007
2025-04-01,4.A.3.a.2.I21,0.00016
2025-04-01,4.A.3.a.2.I46,0.00033
2025-04-01,4.A.3.b.1.I01,0.04756
2025-04-01,4.A.3.b.1.I02,0.00110
2025-04-01,4.A.3.b.1.I03,0.00727
2025-04-01,4.A.3.b.1.I04,0.04054
2025-04-01,4.A.3.b.1.I05,0.00308
2025-04-01,4.A.3.b.1.I06,0.00795
2025-04-01,4.A.3.b.6.I01,0.00810
2025-04-01,4.A.3.b.6.I03,0.00607
2025-04-01,4.A.3.b.6.I05,0.00036
2025-04-01,4.A.3.b.6.I06,0.00588
2025-04-01,4.A.3.b.6.I07,0.00339
2025-04-01,4.A.3.b.6.I08,0.00168
2025-04-01,4.A.3.b.6.I09,0.00263
2025-04-01,4.A.3.b.6.I10,0.00112
2025-04-01,4.A.3.b.6.I12,0.09711
2025-04-01,4.A.3.b.6.I13,0.01101
2025-04-01,4.A.3.b.6.I14,0.00338
2025-04-01,4.A.3.b.6.I15,0.00743
2025-04-01,4.A.3.b.6.I16,0.04002
2025-04-01,4.A.4.a.1.I01,0.03257
2025-04-01,4.A.4.a.1.I02,0.01593
2025-04-01,4.A.4.a.1.I03,0.01515
2025-04-01,4.A.4.a.1.I04,0.00985
2025-04-01,4.A.4.a.1.I05,0.00387
2025-04-01,4.A.4.a.2.I01,0.00033
2025-04-01,4.A.4.a.2.I02,0.00230
2025-04-01,4.A.4.a.2.I03,0.01288
2025-04-01,4.A.4.a.2.I04,0.00142
2025-04-01,4.A.4.a.2.I06,0.00137
2025-04-01,4.A.4.a.2.I08,0.00075
2025-04-01,4.A.4.a.2.I09,0.00454
2025-04-01,4.A.4.a.2.I11,0.00434
2025-04-01,4.A.4.a.2.I12,0.00082
2025-04-01,4.A.4.a.2.I13,0.00121
2025-04-01,4.A.4.a.3.I02,0.00635
2025-04-01,4.A.4.a.3.I03,0.00805
2025-04-01,4.A.4.a.4.I01,0.00311
2025-04-01,4.A.4.a.5.I01,0.00108
2025-04-01,4.A.4.a.5.I03,0.00069
2025-04-01,4.A.4.a.5.I04,0.00007
2025-04-01,4.A.4.a.5.I08,0.00290
2025-04-01,4.A.4.a.5.I10,0.00027
2025-04-01,4.A.4.a.6.I01,0.00031
2025-04-01,4.A.4.a.6.I02,0.00239
2025-04-01,4.A.4.a.6.I03,0.00475
2025-04-01,4.A.4.a.7.I01,0.00014
2025-04-01,4.A.4.a.7.I02,0.00189
2025-04-01,4.A.4.a.7.I03,0.00074
2025-04-01,4.A.4.a.8.I01,0.00000
2025-04-01,4.A.4.a.8.I02,0.00000
2025-04-01,4.A.4.a.8.I03,0.00065
2025-04-01,4.A.4.b.3.I01,0.00066
2025-04-01,4.A.4.b.3.I02,0.00570
2025-04-01,4.A.4.b.3.I04,0.00183
2025-04-01,4.A.4.b.3.I05,0.00020
2025-04-01,4.A.4.b.5.I01,0.00180
2025-04-01,4.A.4.b.5.I02,0.00083
2025-04-01,4.A.4.b.6.I01,0.00246
2025-04-01,4.A.4.b.6.I02,0.00534
2025-04-01,4.A.4.b.6.I04,0.00801
2025-04-01,4.A.4.b.6.I05,0.00654
2025-04-01,4.A.4.b.6.I06,0.00238
2025-04-01,4.A.4.b.6.I07,0.01320
2025-04-01,4.A.4.b.6.I08,0.00296
2025-04-01,4.A.4.b.6.I10,0.00244
2025-04-01,4.A.4.b.6.I11,0.00354
2025-04-01,4.A.4.c.1.I01,0.00693
2025-04-01,4.A.4.c.1.I03,0.00041
2025-04-01,4.A.4.c.1.I04,0.00062
2025-04-01,4.A.4.c.2.I01,0.00221
2025-04-01,4.A.4.c.3.I05,0.00087
2025-04-01,Other IWA,0.01496
2025-05-01,4.A.1.a.1.I01,0.00389
2025-05-01,4.A.1.a.1.I02,0.00220
2025-05-01,4.A.1.a.1.I03,0.00000
2025-05-01,4.A.1.a.1.I04,0.03522
2025-05-01,4.A.1.a.1.I05,0.00140
2025-05-01,4.A.1.a.1.I06,0.00065
2025-05-01,4.A.1.a.1.I07,0.01522
2025-05-01,4.A.1.a.1.I08,0.00035
2025-05-01,4.A.1.a.1.I09,0.00330
2025-05-01,4.A.1.a.1.I11,0.00001
2025-05-01,4.A.1.a.1.I12,0.00009
2025-05-01,4.A.1.a.1.I13,0.00019
2025-05-01,4.A.1.a.1.I14,0.00163
2025-05-01,4.A.1.a.1.I15,0.00119
2025-05-01,4.A.1.a.1.I16,0.00155
2025-05-01,4.A.1.a.1.I17,0.00310
2025-05-01,4.A.1.a.1.I18,0.00772
2025-05-01,4.A.1.a.1.I19,0.00387
2025-05-01,4.A.1.a.1.I20,0.00203
2025-05-01,4.A.1.a.1.I21,0.00035
2025-05-01,4.A.1.a.1.I23,0.00050
2025-05-01,4.A.1.a.2.I08,0.00048
2025-05-01,4.A.1.a.2.I10,0.00115
2025-05-01,4.A.1.b.1.I02,0.00108
2025-05-01,4.A.1.b.2.I09,0.00024
2025-05-01,4.A.1.b.3.I01,0.00068
2025-05-01,4.A.1.b.3.I02,0.00104
2025-05-01,4.A.1.b.3.I03,0.00986
2025-05-01,4.A.2.a.1.I01,0.00098
2025-05-01,4.A.2.a.1.I02,0.00503
2025-05-01,4.A.2.a.1.I03,0.00259
2025-05-01,4.A.2.a.1.I04,0.00261
2025-05-01,4.A.2.a.1.I06,0.00224
2025-05-01,4.A.2.a.1.I07,0.00739
2025-05-01,4.A.2.a.1.I08,0.00318
2025-05-01,4.A.2.a.1.I09,0.00060
2025-05-01,4.A.2.a.1.I10,0.00065
2025-05-01,4.A.2.a.2.I01,0.00194
2025-05-01,4.A.2.a.2.I03,0.00295
2025-05-01,4.A.2.a.2.I05,0.00025
2025-05-01,4.A.2.a.3.I01,0.00230
2025-05-01,4.A.2.a.4.I01,0.00071
2025-05-01,4.A.2.a.4.I02,0.00611
2025-05-01,4.A.2.a.4.I03,0.00028
2025-05-01,4.A.2.a.4.I04,0.00991
2025-05-01,4.A.2.a.4.I05,0.00098
2025-05-01,4.A.2.a.4.I06,0.00055
2025-05-01,4.A.2.a.4.I07,0.00111
2025-05-01,4.A.2.a.4.I08,0.00478
2025-05-01,4.A.2.a.4.I09,0.00024
2025-05-01,4.A.2.a.4.I10,0.00070
2025-05-01,4.A.2.a.4.I11,0.00450
2025-05-01,4.A.2.a.4.I12,0.00034
2025-05-01,4.A.2.b.1.I01,0.00411
2025-05-01,4.A.2.b.1.I02,0.00181
2025-05-01,4.A.2.b.1.I06,0.00110
2025-05-01,4.A.2.b.1.I07,0.14762
2025-05-01,4.A.2.b.1.I08,0.00128
2025-05-01,4.A.2.b.1.I10,0.00095
2025-05-01,4.A.2.b.1.I11,0.00069
2025-05-01,4.A.2.b.2.I01,0.00177
2025-05-01,4.A.2.b.2.I02,0.00584
2025-05-01,4.A.2.b.2.I03,0.00559
2025-05-01,4.A.2.b.2.I04,0.00053
2025-05-01,4.A.2.b.2.I06,0.00079
2025-05-01,4.A.2.b.2.I07,0.00166
2025-05-01,4.A.2.b.2.I09,0.00235
2025-05-01,4.A.2.b.2.I11,0.00106
2025-05-01,4.A.2.b.2.I12,0.04762
2025-05-01,4.A.2.b.2.I15,0.00858
2025-05-01,4.A.2.b.2.I18,0.03752
2025-05-01,4.A.2.b.2.I19,0.00046
2025-05-01,4.A.2.b.2.I21,0.00350
2025-05-01,4.A.2.b.2.I22,0.00802
2025-05-01,4.A.2.b.2.I23,0.00464
2025-05-01,4.A.2.b.2.I25,0.00271
2025-05-01,4.A.2.b.2.I26,0.00000
2025-05-01,4.A.2.b.2.I27,0.00149
2025-05-01,4.A.2.b.3.I01,0.00604
2025-05-01,4.A.2.b.4.I01,0.00223
2025-05-01,4.A.2.b.4.I03,0.00139
2025-05-01,4.A.2.b.5.I01,0.00054
2025-05-01,4.A.2.b.5.I02,0.00244
2025-05-01,4.A.2.b.5.I03,0.00292
2025-05-01,4.A.2.b.6.I01,0.00300
2025-05-01,4.A.2.b.6.I02,0.00571
2025-05-01,4.A.3.a.1.I01,0.00022
2025-05-01,4.A.3.a.1.I03,0.00032
2025-05-01,4.A.3.a.1.I08,0.00004
2025-05-01,4.A.3.a.1.I16,0.00006
2025-05-01,4.A.3.a.2.I03,0.00000
2025-05-01,4.A.3.a.2.I21,0.00006
2025-05-01,4.A.3.a.2.I46,0.00087
2025-05-01,4.A.3.b.1.I01,0.04198
2025-05-01,4.A.3.b.1.I02,0.00102
2025-05-01,4.A.3.b.1.I03,0.00725
2025-05-01,4.A.3.b.1.I04,0.04035
2025-05-01,4.A.3.b.1.I05,0.00380
2025-05-01,4.A.3.b.1.I06,0.00550
2025-05-01,4.A.3.b.6.I01,0.00509
2025-05-01,4.A.3.b.6.I03,0.00523
2025-05-01,4.A.3.b.6.I05,0.00063
2025-05-01,4.A.3.b.6.I06,0.00790
2025-05-01,4.A.3.b.6.I07,0.00348
2025-05-01,4.A.3.b.6.I08,0.00228
2025-05-01,4.A.3.b.6.I09,0.00387
2025-05-01,4.A.3.b.6.I10,0.00096
2025-05-01,4.A.3.b.6.I12,0.08737
2025-05-01,4.A.3.b.6.I13,0.01107
2025-05-01,4.A.3.b.6.I14,0.00396
2025-05-01,4.A.3.b.6.I15,0.00875
2025-05-01,4.A.3.b.6.I16,0.05334
2025-05-01,4.A.4.a.1.I01,0.03319
2025-05-01,4.A.4.a.1.I02,0.01586
2025-05-01,4.A.4.a.1.I03,0.01472
2025-05-01,4.A.4.a.1.I04,0.00630
2025-05-01,4.A.4.a.1.I05,0.00304
2025-05-01,4.A.4.a.2.I01,0.00039
2025-05-01,4.A.4.a.2.I02,0.00144
2025-05-01,4.A.4.a.2.I03,0.01654
2025-05-01,4.A.4.a.2.I04,0.00202
2025-05-01,4.A.4.a.2.I06,0.00120
2025-05-01,4.A.4.a.2.I08,0.00147
2025-05-01,4.A.4.a.2.I09,0.00391
2025-05-01,4.A.4.a.2.I11,0.00441
2025-05-01,4.A.4.a.2.I12,0.00085
2025-05-01,4.A.4.a.2.I13,0.00117
2025-05-01,4.A.4.a.3.I02,0.00377
2025-05-01,4.A.4.a.3.I03,0.00810
2025-05-01,4.A.4.a.4.I01,0.00223
2025-05-01,4.A.4.a.5.I01,0.00119
2025-05-01,4.A.4.a.5.I03,0.00024
2025-05-01,4.A.4.a.5.I04,0.00028
2025-05-01,4.A.4.a.5.I08,0.00235
2025-05-01,4.A.4.a.5.I10,0.00025
2025-05-01,4.A.4.a.6.I01,0.00110
2025-05-01,4.A.4.a.6.I02,0.00258
2025-05-01,4.A.4.a.6.I03,0.00469
2025-05-01,4.A.4.a.7.I01,0.00004
2025-05-01,4.A.4.a.7.I02,0.00096
2025-05-01,4.A.4.a.7.I03,0.00123
2025-05-01,4.A.4.a.8.I01,0.00000
2025-05-01,4.A.4.a.8.I02,0.00074
2025-05-01,4.A.4.a.8.I03,0.00120
2025-05-01,4.A.4.b.3.I01,0.00158
2025-05-01,4.A.4.b.3.I02,0.00556
2025-05-01,4.A.4.b.3.I04,0.00093
2025-05-01,4.A.4.b.3.I05,0.00067
2025-05-01,4.A.4.b.5.I01,0.00175
2025-05-01,4.A.4.b.5.I02,0.00129
2025-05-01,4.A.4.b.6.I01,0.00155
2025-05-01,4.A.4.b.6.I02,0.00459
2025-05-01,4.A.4.b.6.I04,0.00723
2025-05-01,4.A.4.b.6.I05,0.00807
2025-05-01,4.A.4.b.6.I06,0.00213
2025-05-01,4.A.4.b.6.I07,0.01483
2025-05-01,4.A.4.b.6.I08,0.00365
2025-05-01,4.A.4.b.6.I10,0.00181
2025-05-01,4.A.4.b.6.I11,0.00323
2025-05-01,4.A.4.c.1.I01,0.00993
2025-05-01,4.A.4.c.1.I03,0.00019
2025-05-01,4.A.4.c.1.I04,0.00002
2025-05-01,4.A.4.c.2.I01,0.00249
2025-05-01,4.A.4.c.3.I05,0.00092
2025-05-01,Other IWA,0.01684
2025-06-01,4.A.1.a.1.I01,0.00258
2025-06-01,4.A.1.a.1.I02,0.00222
2025-06-01,4.A.1.a.1.I03,0.00012
2025-06-01,4.A.1.a.1.I04,0.03776
2025-06-01,4.A.1.a.1.I05,0.00128
2025-06-01,4.A.1.a.1.I06,0.00052
2025-06-01,4.A.1.a.1.I07,0.01618
2025-06-01,4.A.1.a.1.I08,0.00025
2025-06-01,4.A.1.a.1.I09,0.00275
2025-06-01,4.A.1.a.1.I11,0.00006
2025-06-01,4.A.1.a.1.I12,0.00038
2025-06-01,4.A.1.a.1.I13,0.00007
2025-06-01,4.A.1.a.1.I14,0.00145
2025-06-01,4.A.1.a.1.I15,0.00192
2025-06-01,4.A.1.a.1.I16,0.00125
2025-06-01,4.A.1.a.1.I17,0.00312
2025-06-01,4.A.1.a.1.I18,0.00576
2025-06-01,4.A.1.a.1.I19,0.00364
2025-06-01,4.A.1.a.1.I20,0.00256
2025-06-01,4.A.1.a.1.I21,0.00003
2025-06-01,4.A.1.a.1.I23,0.00098
2025-06-01,4.A.1.a.2.I08,0.00079
2025-06-01,4.A.1.a.2.I10,0.00027
2025-06-01,4.A.1.b.1.I02,0.00194
2025-06-01,4.A.1.b.2.I09,0.00027
2025-06-01,4.A.1.b.3.I01,0.00107
2025-06-01,4.A.1.b.3.I02,0.00079
2025-06-01,4.A.1.b.3.I03,0.01136
2025-06-01,4.A.2.a.1.I01,0.00134
2025-06-01,4.A.2.a.1.I02,0.00246
2025-06-01,4.A.2.a.1.I03,0.00203
2025-06-01,4.A.2.a.1.I04,0.00209
2025-06-01,4.A.2.a.1.I06,0.00283
2025-06-01,4.A.2.a.1.I07,0.00698
2025-06-01,4.A.2.a.1.I08,0.00182
2025-06-01,4.A.2.a.1.I09,0.00078
2025-06-01,4.A.2.a.1.I10,0.00000
2025-06-01,4.A.2.a.2.I01,0.00210
2025-06-01,4.A.2.a.2.I03,0.00254
2025-06-01,4.A.2.a.2.I05,0.00034
2025-06-01,4.A.2.a.3.I01,0.00275
2025-06-01,4.A.2.a.4.I01,0.00030
2025-06-01,4.A.2.a.4.I02,0.00579
2025-06-01,4.A.2.a.4.I03,0.00014
2025-06-01,4.A.2.a.4.I04,0.00701
2025-06-01,4.A.2.a.4.I05,0.00155
2025-06-01,4.A.2.a.4.I06,0.00100
2025-06-01,4.A.2.a.4.I07,0.00138
2025-06-01,4.A.2.a.4.I08,0.00460
2025-06-01,4.A.2.a.4.I09,0.00053
2025-06-01,4.A.2.a.4.I10,0.00055
2025-06-01,4.A.2.a.4.I11,0.00437
2025-06-01,4.A.2.a.4.I12,0.00127
2025-06-01,4.A.2.b.1.I01,0.00502
2025-06-01,4.A.2.b.1.I02,0.00169
2025-06-01,4.A.2.b.1.I06,0.00000
2025-06-01,4.A.2.b.1.I07,0.13583
2025-06-01,4.A.2.b.1.I08,0.00142
2025-06-01,4.A.2.b.1.I10,0.00068
2025-06-01,4.A.2.b.1.I11,0.00124
2025-06-01,4.A.2.b.2.I01,0.00202
2025-06-01,4.A.2.b.2.I02,0.00665
2025-06-01,4.A.2.b.2.I03,0.00617
2025-06-01,4.A.2.b.2.I04,0.00040
2025-06-01,4.A.2.b.2.I06,0.00069
2025-06-01,4.A.2.b.2.I07,0.00162
2025-06-01,4.A.2.b.2.I09,0.00348
2025-06-01,4.A.2.b.2.I11,0.00132
2025-06-01,4.A.2.b.2.I12,0.05064
2025-06-01,4.A.2.b.2.I15,0.00645
2025-06-01,4.A.2.b.2.I18,0.03288
2025-06-01,4.A.2.b.2.I19,0.00017
2025-06-01,4.A.2.b.2.I21,0.00270
2025-06-01,4.A.2.b.2.I22,0.00884
2025-06-01,4.A.2.b.2.I23,0.00360
2025-06-01,4.A.2.b.2.I25,0.00281
2025-06-01,4.A.2.b.2.I26,0.00021
2025-06-01,4.A.2.b.2.I27,0.00116
2025-06-01,4.A.2.b.3.I01,0.00502
2025-06-01,4.A.2.b.4.I01,0.00193
2025-06-01,4.A.2.b.4.I03,0.00194
2025-06-01,4.A.2.b.5.I01,0.00187
2025-06-01,4.A.2.b.5.I02,0.00318
2025-06-01,4.A.2.b.5.I03,0.00223
2025-06-01,4.A.2.b.6.I01,0.00234
2025-06-01,4.A.2.b.6.I02,0.00797
2025-06-01,4.A.3.a.1.I01,0.00052
2025-06-01,4.A.3.a.1.I03,0.00042
2025-06-01,4.A.3.a.1.I08,0.00024
2025-06-01,4.A.3.a.1.I16,0.00019
2025-06-01,4.A.3.a.2.I03,0.00067
2025-06-01,4.A.3.a.2.I21,0.00022
2025-06-01,4.A.3.a.2.I46,0.00080
2025-06-01,4.A.3.b.1.I01,0.03935
2025-06-01,4.A.3.b.1.I02,0.00136
2025-06-01,4.A.3.b.1.I03,0.01076
2025-06-01,4.A.3.b.1.I04,0.04073
2025-06-01,4.A.3.b.1.I05,0.00292
2025-06-01,4.A.3.b.1.I06,0.00600
2025-06-01,4.A.3.b.6.I01,0.00595
2025-06-01,4.A.3.b.6.I03,0.00444
2025-06-01,4.A.3.b.6.I05,0.00070
2025-06-01,4.A.3.b.6.I06,0.00800
2025-06-01,4.A.3.b.6.I07,0.00352
2025-06-01,4.A.3.b.6.I08,0.00244
2025-06-01,4.A.3.b.6.I09,0.00296
2025-06-01,4.A.3.b.6.I10,0.00000
2025-06-01,4.A.3.b.6.I12,0.08173
2025-06-01,4.A.3.b.6.I13,0.01295
2025-06-01,4.A.3.b.6.I14,0.00590
2025-06-01,4.A.3.b.6.I15,0.00852
2025-06-01,4.A.3.b.6.I16,0.05123
2025-06-01,4.A.4.a.1.I01,0.03145
2025-06-01,4.A.4.a.1.I02,0.01923
2025-06-01,4.A.4.a.1.I03,0.01523
2025-06-01,4.A.4.a.1.I04,0.00756
2025-06-01,4.A.4.a.1.I05,0.00399
2025-06-01,4.A.4.a.2.I01,0.00038
2025-06-01,4.A.4.a.2.I02,0.00080
2025-06-01,4.A.4.a.2.I03,0.01693
2025-06-01,4.A.4.a.2.I04,0.00240
2025-06-01,4.A.4.a.2.I06,0.00167
2025-06-01,4.A.4.a.2.I08,0.00091
2025-06-01,4.A.4.a.2.I09,0.00538
2025-06-01,4.A.4.a.2.I11,0.00851
2025-06-01,4.A.4.a.2.I12,0.00087
2025-06-01,4.A.4.a.2.I13,0.00134
2025-06-01,4.A.4.a.3.I02,0.00341
2025-06-01,4.A.4.a.3.I03,0.00975
2025-06-01,4.A.4.a.4.I01,0.00333
2025-06-01,4.A.4.a.5.I01,0.00234
2025-06-01,4.A.4.a.5.I03,0.00067
2025-06-01,4.A.4.a.5.I04,0.00037
2025-06-01,4.A.4.a.5.I08,0.00220
2025-06-01,4.A.4.a.5.I10,0.00035
2025-06-01,4.A.4.a.6.I01,0.00046
2025-06-01,4.A.4.a.6.I02,0.00287
2025-06-01,4.A.4.a.6.I03,0.00514
2025-06-01,4.A.4.a.7.I01,0.00006
2025-06-01,4.A.4.a.7.I02,0.00219
2025-06-01,4.A.4.a.7.I03,0.00121
2025-06-01,4.A.4.a.8.I01,0.00054
2025-06-01,4.A.4.a.8.I02,0.00000
2025-06-01,4.A.4.a.8.I03,0.00098
2025-06-01,4.A.4.b.3.I01,0.00057
2025-06-01,4.A.4.b.3.I02,0.00387
2025-06-01,4.A.4.b.3.I04,0.00032
2025-06-01,4.A.4.b.3.I05,0.00039
2025-06-01,4.A.4.b.5.I01,0.00167
2025-06-01,4.A.4.b.5.I02,0.00262
2025-06-01,4.A.4.b.6.I01,0.00198
2025-06-01,4.A.4.b.6.I02,0.00576
2025-06-01,4.A.4.b.6.I04,0.00866
2025-06-01,4.A.4.b.6.I05,0.00713
2025-06-01,4.A.4.b.6.I06,0.00325
2025-06-01,4.A.4.b.6.I07,0.01406
2025-06-01,4.A.4.b.6.I08,0.00357
2025-06-01,4.A.4.b.6.I10,0.00357
2025-06-01,4.A.4.b.6.I11,0.00352
2025-06-01,4.A.4.c.1.I01,0.00904
2025-06-01,4.A.4.c.1.I03,0.00059
2025-06-01,4.A.4.c.1.I04,0.00122
2025-06-01,4.A.4.c.2.I01,0.00252
2025-06-01,4.A.4.c.3.I05,0.00152
2025-06-01,Other IWA,0.01707
2025-07-01,4.A.1.a.1.I01,0.00152
2025-07-01,4.A.1.a.1.I02,0.00292
2025-07-01,4.A.1.a.1.I03,0.00050
2025-07-01,4.A.1.a.1.I04,0.03863
2025-07-01,4.A.1.a.1.I05,0.00206
2025-07-01,4.A.1.a.1.I06,0.00076
2025-07-01,4.A.1.a.1.I07,0.01827
2025-07-01,4.A.1.a.1.I08,0.00021
2025-07-01,4.A.1.a.1.I09,0.00372
2025-07-01,4.A.1.a.1.I11,0.00060
2025-07-01,4.A.1.a.1.I12,0.00053
2025-07-01,4.A.1.a.1.I13,0.00002
2025-07-01,4.A.1.a.1.I14,0.00045
